随机传送卷	2	33	0	0	0	0	-1	0	-1	0	0	1000	0
回城卷	2	29	0	0	0	0	-1	0	-1	0	0	2000	0
太阳水	0	31	0	0	0	0	-1	0	-1	0	0	2000	0
强效金创药	0	36	0	0	0	0	-1	0	-1	0	0	1000	0
强效魔法药	0	37	0	0	0	0	-1	0	-1	0	0	1000	0
苹果	0	84	10	0	0	0	-1	0	-1	0	0	0	0
盟重传送石	3	339	1	0	0	0	-1	1	-1	0	0	0	0
比奇传送石	3	340	1	0	0	0	-1	0	-1	0	0	0	0
宣传勋章(一天)	1	360	10	0	0	0	-1	1	-1	0	0	0	0
10元宝	3	346	0	0	0	0	-1	0	-1	0	0	100000	0
50元宝	3	348	0	0	0	0	-1	0	-1	0	0	500000	0
100元宝	3	349	0	0	0	0	-1	0	-1	0	0	1000000	0
500元宝	3	351	0	0	0	0	-1	0	-1	0	0	5000000	0
1000元宝	3	352	0	0	0	0	-1	0	-1	0	0	10000000	0
千里传音(大)	3	329	50	0	0	0	-1	0	-1	0	0	0	0
修复神水	0	328	10	0	0	0	-1	0	-1	0	0	0	0
还魂丹	0	312	50	0	0	0	-1	0	-1	0	0	0	0
护身符(大)	0	86	0	0	0	0	-1	0	-1	0	0	50000	0
金条	0	46	0	0	0	0	-1	3	-1	0	0	1	0
金盒	0	48	0	0	0	0	-1	1	-1	0	0	1	0
基本剑术	0	277	0	0	0	0	-1	1	-1	0	0	1	0
攻杀剑术	0	278	0	0	0	0	-1	1	-1	0	0	1	0
刺杀剑术	0	279	0	0	0	0	-1	1	-1	0	0	1	0
半月弯刀	0	280	0	0	0	0	-1	1	-1	0	0	1	0
野蛮冲撞	0	281	0	0	0	0	-1	1	-1	0	0	1	0
烈火剑法	0	282	0	0	0	0	-1	1	-1	0	0	1	0
火球术	0	283	0	0	0	0	-1	0	-1	0	0	1	0
地狱火	0	284	0	0	0	0	-1	0	-1	0	0	1	0
雷电术	0	285	0	0	0	0	-1	0	-1	0	0	1	0
大火球	0	286	0	0	0	0	-1	0	-1	0	0	1	0
爆裂火焰	0	287	0	0	0	0	-1	0	-1	0	0	1	0
抗拒火环	0	288	0	0	0	0	-1	0	-1	0	0	1	0
诱惑之光	0	289	0	0	0	0	-1	0	-1	0	0	1	0
瞬息移动	0	290	0	0	0	0	-1	0	-1	0	0	1	0
火墙	0	291	0	0	0	0	-1	0	-1	0	0	1	0
疾光电影	0	292	0	0	0	0	-1	0	-1	0	0	1	0
地狱雷光	0	293	0	0	0	0	-1	0	-1	0	0	1	0
魔法盾	0	294	0	0	0	0	-1	0	-1	0	0	1	0
圣言术	0	295	0	0	0	0	-1	0	-1	0	0	1	0
冰咆哮	0	296	0	0	0	0	-1	0	-1	0	0	1	0
治愈术	0	297	0	0	0	0	-1	0	-1	0	0	1	0
精神力战法	0	298	0	0	0	0	-1	0	-1	0	0	1	0
施毒术	0	299	0	0	0	0	-1	0	-1	0	0	1	0
灵魂火符	0	300	0	0	0	0	-1	0	-1	0	0	1	0
召唤骷髅	0	301	0	0	0	0	-1	0	-1	0	0	1	0
隐身术	0	302	0	0	0	0	-1	0	-1	0	0	1	0
集体隐身术	0	303	0	0	0	0	-1	0	-1	0	0	1	0
幽灵盾	0	304	0	0	0	0	-1	0	-1	0	0	1	0
神圣战甲术	0	305	0	0	0	0	-1	0	-1	0	0	1	0
心灵启示	0	306	0	0	0	0	-1	0	-1	0	0	1	0
困魔咒	0	307	0	0	0	0	-1	0	-1	0	0	1	0
群体治疗术	0	308	0	0	0	0	-1	0	-1	0	0	1	0
召唤神兽	0	309	0	0	0	0	-1	0	-1	0	0	1	0
强效太阳包	0	310	0	0	0	0	-1	0	-1	0	0	1	0
强化基本剑术	0	361	0	0	0	0	-1	0	-1	0	0	1	0
强化攻杀剑术	0	362	0	0	0	0	-1	0	-1	0	0	1	0
强化刺杀剑术	0	363	0	0	0	0	-1	0	-1	0	0	1	0
强化半月弯刀	0	364	0	0	0	0	-1	0	-1	0	0	1	0
强化烈火剑法	0	365	0	0	0	0	-1	0	-1	0	0	1	0
强化逐日剑法	0	366	0	0	0	0	-1	0	-1	0	0	1	0
强化疾光电影	0	367	0	0	0	0	-1	0	-1	0	0	1	0
强化雷电术	0	368	0	0	0	0	-1	0	-1	0	0	1	0
强化火墙	0	369	0	0	0	0	-1	0	-1	0	0	1	0
强化爆裂火焰	0	370	0	0	0	0	-1	0	-1	0	0	1	0
强化冰咆哮	0	371	0	0	0	0	-1	0	-1	0	0	1	0
强化灭天火	0	372	0	0	0	0	-1	0	-1	0	0	1	0
强化流星火雨	0	373	0	0	0	0	-1	0	-1	0	0	1	0
强化施毒术	0	374	0	0	0	0	-1	0	-1	0	0	1	0
强化灵魂火符	0	375	0	0	0	0	-1	0	-1	0	0	1	0
强化幽灵盾	0	376	0	0	0	0	-1	0	-1	0	0	1	0
强化神圣战甲术	0	377	0	0	0	0	-1	0	-1	0	0	1	0
强化召唤骷髅	0	378	0	0	0	0	-1	0	-1	0	0	1	0
强化召唤神兽	0	379	0	0	0	0	-1	0	-1	0	0	1	0
强化噬血术	0	380	0	0	0	0	-1	0	-1	0	0	1	0
技能经验丹	0	359	0	0	0	0	-1	4	-1	0	0	1	0
